"trainer/global_step","phase_reshape_10k_resumed - _step","phase_reshape_10k_resumed - _step__MIN","phase_reshape_10k_resumed - _step__MAX","phase_reshape_10k_resumed - val/loss_epoch","phase_reshape_10k_resumed - val/loss_epoch__MIN","phase_reshape_10k_resumed - val/loss_epoch__MAX","phase_reshape_1M - _step","phase_reshape_1M - _step__MIN","phase_reshape_1M - _step__MAX","phase_reshape_1M - val/loss_epoch","phase_reshape_1M - val/loss_epoch__MIN","phase_reshape_1M - val/loss_epoch__MAX","phase_reshape_10k - _step","phase_reshape_10k - _step__MIN","phase_reshape_10k - _step__MAX","phase_reshape_10k - val/loss_epoch","phase_reshape_10k - val/loss_epoch__MIN","phase_reshape_10k - val/loss_epoch__MAX","phase_train500kids - _step","phase_train500kids - _step__MIN","phase_train500kids - _step__MAX","phase_train500kids - val/loss_epoch","phase_train500kids - val/loss_epoch__MIN","phase_train500kids - val/loss_epoch__MAX","phase_train2402 - _step","phase_train2402 - _step__MIN","phase_train2402 - _step__MAX","phase_train2402 - val/loss_epoch","phase_train2402 - val/loss_epoch__MIN","phase_train2402 - val/loss_epoch__MAX"
"4910","9045","9045","9045","0.03551306948065758","0.03551306948065758","0.03551306948065758","","","","","","","","","","","","","","","","","","","","","","","",""
"4913","","","","","","","17082","17082","17082","0.031658466905355453","0.031658466905355453","0.031658466905355453","","","","","","","","","","","","","","","","","",""
"4920","9076","9076","9076","0.035414475947618484","0.035414475947618484","0.035414475947618484","","","","","","","","","","","","","","","","","","","","","","","",""
"4921","","","","","","","17113","17113","17113","0.03165729343891144","0.03165729343891144","0.03165729343891144","","","","","","","","","","","","","","","","","",""
"4929","9102","9102","9102","0.035737257450819016","0.035737257450819016","0.035737257450819016","17139","17139","17139","0.03175588697195053","0.03175588697195053","0.03175588697195053","","","","","","","","","","","","","","","","","",""
"4937","","","","","","","17158","17158","17158","0.03177466616034508","0.03177466616034508","0.03177466616034508","","","","","","","","","","","","","","","","","",""
"4938","9136","9136","9136","0.035907451063394547","0.035907451063394547","0.035907451063394547","","","","","","","","","","","","","","","","","","","","","","","",""
"4945","","","","","","","17189","17189","17189","0.031780537217855453","0.031780537217855453","0.031780537217855453","","","","","","","","","","","","","","","","","",""
"4947","9167","9167","9167","0.03613985329866409","0.03613985329866409","0.03613985329866409","","","","","","","","","","","","","","","","","","","","","","","",""
"4953","","","","","","","17220","17220","17220","0.031599778681993484","0.031599778681993484","0.031599778681993484","","","","","","","","","","","","","","","","","",""
"4957","9198","9198","9198","0.036314744502305984","0.036314744502305984","0.036314744502305984","","","","","","","","","","","","","","","","","","","","","","","",""
"4961","","","","","","","17251","17251","17251","0.03167489916086197","0.03167489916086197","0.03167489916086197","","","","","","","","","","","","","","","","","",""
"4966","9229","9229","9229","0.03601543605327606","0.03601543605327606","0.03601543605327606","","","","","","","","","","","","","","","","","","","","","","","",""
"4969","","","","","","","17267","17267","17267","0.03165142238140106","0.03165142238140106","0.03165142238140106","","","","","","","","","","","","","","","","","",""
"4975","9260","9260","9260","0.035798292607069016","0.035798292607069016","0.035798292607069016","","","","","","","","","","","","","","","","","","","","","","","",""
"4976","","","","","","","17296","17296","17296","0.031586866825819016","0.031586866825819016","0.031586866825819016","","","","","","","","","","","","","","","","","",""
"4984","","","","","","","17327","17327","17327","0.03160329908132553","0.03160329908132553","0.03160329908132553","","","","","","","","","","","","","","","","","",""
"4985","9291","9291","9291","0.03567974269390106","0.03567974269390106","0.03567974269390106","","","","","","","","","","","","","","","","","","","","","","","",""
"4992","","","","","","","17358","17358","17358","0.03168663755059242","0.03168663755059242","0.03168663755059242","","","","","","","","","","","","","","","","","",""
"4994","9322","9322","9322","0.03591449558734894","0.03591449558734894","0.03591449558734894","","","","","","","","","","","","","","","","","","","","","","","",""
"5000","","","","","","","17389","17389","17389","0.03159391134977341","0.03159391134977341","0.03159391134977341","","","","","","","","","","","","","","","","","",""
"5003","9353","9353","9353","0.03563983738422394","0.03563983738422394","0.03563983738422394","","","","","","","","","","","","","","","","","","","","","","","",""
"5008","","","","","","","17403","17403","17403","0.03156104311347008","0.03156104311347008","0.03156104311347008","","","","","","","","","","","","","","","","","",""
"5013","9384","9384","9384","0.035641010850667953","0.035641010850667953","0.035641010850667953","","","","","","","","","","","","","","","","","","","","","","","",""
"5016","","","","","","","17434","17434","17434","0.031767625361680984","0.031767625361680984","0.031767625361680984","","","","","","","","","","","","","","","","","",""
"5022","9415","9415","9415","0.035460252314805984","0.035460252314805984","0.035460252314805984","","","","","","","","","","","","","","","","","","","","","","","",""
"5024","","","","","","","17465","17465","17465","0.03173006325960159","0.03173006325960159","0.03173006325960159","","","","","","","","","","","","","","","","","",""
"5031","9447","9447","9447","0.03593210130929947","0.03593210130929947","0.03593210130929947","","","","","","","","","","","","","","","","","","","","","","","",""
"5032","","","","","","","17496","17496","17496","0.03159391134977341","0.03159391134977341","0.03159391134977341","","","","","","","","","","","","","","","","","",""
"5039","","","","","","","17527","17527","17527","0.031678419560194016","0.031678419560194016","0.031678419560194016","","","","","","","","","","","","","","","","","",""
"5040","9478","9478","9478","0.03598491847515106","0.03598491847515106","0.03598491847515106","","","","","","","","","","","","","","","","","","","","","","","",""
"5047","","","","","","","17541","17541","17541","0.03154578432440758","0.03154578432440758","0.03154578432440758","","","","","","","","","","","","","","","","","",""
"5050","9509","9509","9509","0.03606591001152992","0.03606591001152992","0.03606591001152992","","","","","","","","","","","","","","","","","","","","","","","",""
"5055","","","","","","","17572","17572","17572","0.03155048191547394","0.03155048191547394","0.03155048191547394","","","","","","","","","","","","","","","","","",""
"5059","9531","9531","9531","0.03601543605327606","0.03601543605327606","0.03601543605327606","","","","","","","","","","","","","","","","","","","","","","","",""
"5063","","","","","","","17603","17603","17603","0.03164086118340492","0.03164086118340492","0.03164086118340492","","","","","","","","","","","","","","","","","",""
"5068","9554","9554","9554","0.03574547544121742","0.03574547544121742","0.03574547544121742","","","","","","","","","","","","","","","","","","","","","","","",""
"5071","","","","","","","17634","17634","17634","0.03151879087090492","0.03151879087090492","0.03151879087090492","","","","","","","","","","","","","","","","","",""
"5078","9585","9585","9585","0.035858154296875","0.035858154296875","0.035858154296875","","","","","","","","","","","","","","","","","","","","","","","",""
"5079","","","","","","","17654","17654","17654","0.03154813498258591","0.03154813498258591","0.03154813498258591","","","","","","","","","","","","","","","","","",""
"5087","9616","9616","9616","0.035457905381917953","0.035457905381917953","0.035457905381917953","17679","17679","17679","0.031401414424180984","0.031401414424180984","0.031401414424180984","","","","","","","","","","","","","","","","","",""
"5095","","","","","","","17710","17710","17710","0.03142254054546356","0.03142254054546356","0.03142254054546356","","","","","","","","","","","","","","","","","",""
"5096","9647","9647","9647","0.0356903076171875","0.0356903076171875","0.0356903076171875","","","","","","","","","","","","","","","","","","","","","","","",""
"5102","","","","","","","17741","17741","17741","0.0315704345703125","0.0315704345703125","0.0315704345703125","","","","","","","","","","","","","","","","","",""
"5106","9678","9678","9678","0.035493116825819016","0.035493116825819016","0.035493116825819016","","","","","","","","","","","","","","","","","","","","","","","",""
"5110","","","","","","","17772","17772","17772","0.03145775571465492","0.03145775571465492","0.03145775571465492","","","","","","","","","","","","","","","","","",""
"5115","9709","9709","9709","0.035281840711832047","0.035281840711832047","0.035281840711832047","","","","","","","","","","","","","","","","","","","","","","","",""
"5118","","","","","","","17786","17786","17786","0.03149179369211197","0.03149179369211197","0.03149179369211197","","","","","","","","","","","","","","","","","",""
"5124","9741","9741","9741","0.035736083984375","0.035736083984375","0.035736083984375","","","","","","","","","","","","","","","","","","","","","","","",""
"5126","","","","","","","17817","17817","17817","0.031388502568006516","0.031388502568006516","0.031388502568006516","","","","","","","","","","","","","","","","","",""
"5133","9772","9772","9772","0.036273662000894547","0.036273662000894547","0.036273662000894547","","","","","","","","","","","","","","","","","","","","","","","",""
"5134","","","","","","","17848","17848","17848","0.031460102647542953","0.031460102647542953","0.031460102647542953","","","","","","","","","","","","","","","","","",""
"5142","","","","","","","17879","17879","17879","0.03148709982633591","0.03148709982633591","0.03148709982633591","","","","","","","","","","","","","","","","","",""
"5143","9803","9803","9803","0.03611520677804947","0.03611520677804947","0.03611520677804947","","","","","","","","","","","","","","","","","","","","","","","",""
"5150","","","","","","","17910","17910","17910","0.03137676417827606","0.03137676417827606","0.03137676417827606","","","","","","","","","","","","","","","","","",""
"5152","9834","9834","9834","0.03572317212820053","0.03572317212820053","0.03572317212820053","","","","","","","","","","","","","","","","","","","","","","","",""
"5158","","","","","","","17924","17924","17924","0.03130634129047394","0.03130634129047394","0.03130634129047394","","","","","","","","","","","","","","","","","",""
"5161","9865","9865","9865","0.03583820164203644","0.03583820164203644","0.03583820164203644","","","","","","","","","","","","","","","","","","","","","","","",""
"5165","","","","","","","17955","17955","17955","0.03153052553534508","0.03153052553534508","0.03153052553534508","","","","","","","","","","","","","","","","","",""
"5171","9896","9896","9896","0.03591214865446091","0.03591214865446091","0.03591214865446091","","","","","","","","","","","","","","","","","","","","","","","",""
"5173","","","","","","","17986","17986","17986","0.031494140625","0.031494140625","0.031494140625","","","","","","","","","","","","","","","","","",""
"5180","9927","9927","9927","0.03584993630647659","0.03584993630647659","0.03584993630647659","","","","","","","","","","","","","","","","","","","","","","","",""
"5181","","","","","","","18017","18017","18017","0.03144014626741409","0.03144014626741409","0.03144014626741409","","","","","","","","","","","","","","","","","",""
"5189","9958","9958","9958","0.035656269639730453","0.035656269639730453","0.035656269639730453","18041","18041","18041","0.03136620298027992","0.03136620298027992","0.03136620298027992","","","","","","","","","","","","","","","","","",""
"5197","","","","","","","18062","18062","18062","0.03139202296733856","0.03139202296733856","0.03139202296733856","","","","","","","","","","","","","","","","","",""
"5199","9978","9978","9978","0.0352630615234375","0.0352630615234375","0.0352630615234375","","","","","","","","","","","","","","","","","","","","","","","",""
"5205","","","","","","","18093","18093","18093","0.03126995265483856","0.03126995265483856","0.03126995265483856","","","","","","","","","","","","","","","","","",""
"5208","10003","10003","10003","0.035721998661756516","0.035721998661756516","0.035721998661756516","","","","","","","","","","","","","","","","","","","","","","","",""
"5213","","","","","","","18124","18124","18124","0.03134977072477341","0.03134977072477341","0.03134977072477341","","","","","","","","","","","","","","","","","",""
"5217","10035","10035","10035","0.036052998155355453","0.036052998155355453","0.036052998155355453","","","","","","","","","","","","","","","","","","","","","","","",""
"5221","","","","","","","18155","18155","18155","0.03137676417827606","0.03137676417827606","0.03137676417827606","","","","","","","","","","","","","","","","","",""
"5226","10066","10066","10066","0.035905104130506516","0.035905104130506516","0.035905104130506516","","","","","","","","","","","","","","","","","","","","","","","",""
"5228","","","","","","","18169","18169","18169","0.031314555555582047","0.031314555555582047","0.031314555555582047","","","","","","","","","","","","","","","","","",""
"5236","10097","10097","10097","0.036223191767930984","0.036223191767930984","0.036223191767930984","18200","18200","18200","0.031632643193006516","0.031632643193006516","0.031632643193006516","","","","","","","","","","","","","","","","","",""
"5244","","","","","","","18231","18231","18231","0.03123708814382553","0.03123708814382553","0.03123708814382553","","","","","","","","","","","","","","","","","",""
"5245","10128","10128","10128","0.03617037087678909","0.03617037087678909","0.03617037087678909","","","","","","","","","","","","","","","","","","","","","","","",""
"5252","","","","","","","18262","18262","18262","0.03122417815029621","0.03122417815029621","0.03122417815029621","","","","","","","","","","","","","","","","","",""
"5254","10159","10159","10159","0.03599078953266144","0.03599078953266144","0.03599078953266144","","","","","","","","","","","","","","","","","","","","","","","",""
"5260","","","","","","","18293","18293","18293","0.03130399435758591","0.03130399435758591","0.03130399435758591","","","","","","","","","","","","","","","","","",""
"5264","10190","10190","10190","0.03598609194159508","0.03598609194159508","0.03598609194159508","","","","","","","","","","","","","","","","","","","","","","","",""
"5268","","","","","","","18307","18307","18307","0.031525831669569016","0.031525831669569016","0.031525831669569016","","","","","","","","","","","","","","","","","",""
"5273","10221","10221","10221","0.03603539243340492","0.03603539243340492","0.03603539243340492","","","","","","","","","","","","","","","","","","","","","","","",""
"5276","","","","","","","18338","18338","18338","0.03154578432440758","0.03154578432440758","0.03154578432440758","","","","","","","","","","","","","","","","","",""
"5282","10252","10252","10252","0.035783033818006516","0.035783033818006516","0.035783033818006516","","","","","","","","","","","","","","","","","","","","","","","",""
"5284","","","","","","","18369","18369","18369","0.03157512843608856","0.03157512843608856","0.03157512843608856","","","","","","","","","","","","","","","","","",""
"5291","","","","","","","18400","18400","18400","0.031467143446207047","0.031467143446207047","0.031467143446207047","","","","","","","","","","","","","","","","","",""
"5292","10283","10283","10283","0.03580651059746742","0.03580651059746742","0.03580651059746742","","","","","","","","","","","","","","","","","","","","","","","",""
"5299","","","","","","","18428","18428","18428","0.031294602900743484","0.031294602900743484","0.031294602900743484","","","","","","","","","","","","","","","","","",""
"5301","10314","10314","10314","0.0357208251953125","0.0357208251953125","0.0357208251953125","","","","","","","","","","","","","","","","","","","","","","","",""
"5307","","","","","","","18445","18445","18445","0.031340379267930984","0.031340379267930984","0.031340379267930984","","","","","","","","","","","","","","","","","",""
"5310","10346","10346","10346","0.035920362919569016","0.035920362919569016","0.035920362919569016","","","","","","","","","","","","","","","","","","","","","","","",""
"5315","","","","","","","18476","18476","18476","0.03137911111116409","0.03137911111116409","0.03137911111116409","","","","","","","","","","","","","","","","","",""
"5319","10372","10372","10372","0.03598961606621742","0.03598961606621742","0.03598961606621742","","","","","","","","","","","","","","","","","","","","","","","",""
"5323","","","","","","","18507","18507","18507","0.03130868822336197","0.03130868822336197","0.03130868822336197","","","","","","","","","","","","","","","","","",""
"5329","10393","10393","10393","0.03633587062358856","0.03633587062358856","0.03633587062358856","","","","","","","","","","","","","","","","","","","","","","","",""
"5331","","","","","","","18538","18538","18538","0.03137441724538803","0.03137441724538803","0.03137441724538803","","","","","","","","","","","","","","","","","",""
"5338","10422","10422","10422","0.03613046556711197","0.03613046556711197","0.03613046556711197","","","","","","","","","","","","","","","","","","","","","","","",""
"5339","","","","","","","18556","18556","18556","0.03129342943429947","0.03129342943429947","0.03129342943429947","","","","","","","","","","","","","","","","","",""
"5347","10453","10453","10453","0.03615041822195053","0.03615041822195053","0.03615041822195053","18583","18583","18583","0.03145775571465492","0.03145775571465492","0.03145775571465492","","","","","","","","","","","","","","","","","",""
"5354","","","","","","","18614","18614","18614","0.0315093994140625","0.0315093994140625","0.0315093994140625","","","","","","","","","","","","","","","","","",""
"5357","10484","10484","10484","0.03635112941265106","0.03635112941265106","0.03635112941265106","","","","","","","","","","","","","","","","","","","","","","","",""
"5362","","","","","","","18645","18645","18645","0.03127112612128258","0.03127112612128258","0.03127112612128258","","","","","","","","","","","","","","","","","",""
"5366","10515","10515","10515","0.03596965968608856","0.03596965968608856","0.03596965968608856","","","","","","","","","","","","","","","","","","","","","","","",""
"5370","","","","","","","18676","18676","18676","0.03125469386577606","0.03125469386577606","0.03125469386577606","","","","","","","","","","","","","","","","","",""
"5375","10546","10546","10546","0.035780686885118484","0.035780686885118484","0.035780686885118484","","","","","","","","","","","","","","","","","","","","","","","",""
"5378","","","","","","","18690","18690","18690","0.0313720703125","0.0313720703125","0.0313720703125","","","","","","","","","","","","","","","","","",""
"5385","10577","10577","10577","0.036090556532144547","0.036090556532144547","0.036090556532144547","","","","","","","","","","","","","","","","","","","","","","","",""
"5386","","","","","","","18721","18721","18721","0.03125234693288803","0.03125234693288803","0.03125234693288803","","","","","","","","","","","","","","","","","",""
"5394","10608","10608","10608","0.036101121455430984","0.036101121455430984","0.036101121455430984","18752","18752","18752","0.03132394701242447","0.03132394701242447","0.03132394701242447","","","","","","","","","","","","","","","","","",""
"5402","","","","","","","18783","18783","18783","0.03123004548251629","0.03123004548251629","0.03123004548251629","","","","","","","","","","","","","","","","","",""
"5403","10640","10640","10640","0.03617154806852341","0.03617154806852341","0.03617154806852341","","","","","","","","","","","","","","","","","","","","","","","",""
"5410","","","","","","","18814","18814","18814","0.03129342943429947","0.03129342943429947","0.03129342943429947","","","","","","","","","","","","","","","","","",""
"5412","10671","10671","10671","0.03640981763601303","0.03640981763601303","0.03640981763601303","","","","","","","","","","","","","","","","","","","","","","","",""
"5417","","","","","","","18828","18828","18828","0.03127347677946091","0.03127347677946091","0.03127347677946091","","","","","","","","","","","","","","","","","",""
"5422","10702","10702","10702","0.03639925271272659","0.03639925271272659","0.03639925271272659","","","","","","","","","","","","","","","","","","","","","","","",""
"5425","","","","","","","18859","18859","18859","0.03132042661309242","0.03132042661309242","0.03132042661309242","","","","","","","","","","","","","","","","","",""
"5431","10733","10733","10733","0.036210279911756516","0.036210279911756516","0.036210279911756516","","","","","","","","","","","","","","","","","","","","","","","",""
"5433","","","","","","","18890","18890","18890","0.03141197934746742","0.03141197934746742","0.03141197934746742","","","","","","","","","","","","","","","","","",""
"5440","10764","10764","10764","0.036177415400743484","0.036177415400743484","0.036177415400743484","","","","","","","","","","","","","","","","","","","","","","","",""
"5441","","","","","","","18921","18921","18921","0.03136502951383591","0.03136502951383591","0.03136502951383591","","","","","","","","","","","","","","","","","",""
"5449","","","","","","","18943","18943","18943","0.031174879521131516","0.031174879521131516","0.031174879521131516","","","","","","","","","","","","","","","","","",""
"5450","10795","10795","10795","0.03564922511577606","0.03564922511577606","0.03564922511577606","","","","","","","","","","","","","","","","","","","","","","","",""
"5457","","","","","","","18966","18966","18966","0.0311431884765625","0.0311431884765625","0.0311431884765625","","","","","","","","","","","","","","","","","",""
"5459","10819","10819","10819","0.03615041822195053","0.03615041822195053","0.03615041822195053","","","","","","","","","","","","","","","","","","","","","","","",""
"5465","","","","","","","18997","18997","18997","0.031097412109375","0.031097412109375","0.031097412109375","","","","","","","","","","","","","","","","","",""
"5468","10840","10840","10840","0.03610816225409508","0.03610816225409508","0.03610816225409508","","","","","","","","","","","","","","","","","","","","","","","",""
"5473","","","","","","","19028","19028","19028","0.031129103153944016","0.031129103153944016","0.031129103153944016","","","","","","","","","","","","","","","","","",""
"5478","10871","10871","10871","0.03576894849538803","0.03576894849538803","0.03576894849538803","","","","","","","","","","","","","","","","","","","","","","","",""
"5480","","","","","","","19059","19059","19059","0.031414326280355453","0.031414326280355453","0.031414326280355453","","","","","","","","","","","","","","","","","",""
"5487","10902","10902","10902","0.035828810185194016","0.035828810185194016","0.035828810185194016","","","","","","","","","","","","","","","","","","","","","","","",""
"5488","","","","","","","19073","19073","19073","0.0311126708984375","0.0311126708984375","0.0311126708984375","","","","","","","","","","","","","","","","","",""
"5496","10934","10934","10934","0.036712646484375","0.036712646484375","0.036712646484375","19104","19104","19104","0.031122060492634773","0.031122060492634773","0.031122060492634773","","","","","","","","","","","","","","","","","",""
"5504","","","","","","","19135","19135","19135","0.03129342943429947","0.03129342943429947","0.03129342943429947","","","","","","","","","","","","","","","","","",""
"5505","10965","10965","10965","0.03664339333772659","0.03664339333772659","0.03664339333772659","","","","","","","","","","","","","","","","","","","","","","","",""
"5512","","","","","","","19166","19166","19166","0.031296949833631516","0.031296949833631516","0.031296949833631516","","","","","","","","","","","","","","","","","",""
"5515","10996","10996","10996","0.03628774732351303","0.03628774732351303","0.03628774732351303","","","","","","","","","","","","","","","","","","","","","","","",""
"5520","","","","","","","19197","19197","19197","0.031207744032144547","0.031207744032144547","0.031207744032144547","","","","","","","","","","","","","","","","","",""
"5524","11027","11027","11027","0.03603069484233856","0.03603069484233856","0.03603069484233856","","","","","","","","","","","","","","","","","","","","","","","",""
"5528","","","","","","","19211","19211","19211","0.03105633147060871","0.03105633147060871","0.03105633147060871","","","","","","","","","","","","","","","","","",""
"5533","11058","11058","11058","0.03628070652484894","0.03628070652484894","0.03628070652484894","","","","","","","","","","","","","","","","","","","","","","","",""
"5536","","","","","","","19242","19242","19242","0.031083326786756516","0.031083326786756516","0.031083326786756516","","","","","","","","","","","","","","","","","",""
"5543","11089","11089","11089","0.03623727709054947","0.03623727709054947","0.03623727709054947","19273","19273","19273","0.031116191297769547","0.031116191297769547","0.031116191297769547","","","","","","","","","","","","","","","","","",""
"5551","","","","","","","19304","19304","19304","0.031124409288167953","0.031124409288167953","0.031124409288167953","","","","","","","","","","","","","","","","","",""
"5552","11120","11120","11120","0.03589453920722008","0.03589453920722008","0.03589453920722008","","","","","","","","","","","","","","","","","","","","","","","",""
"5559","","","","","","","19330","19330","19330","0.03120657056570053","0.03120657056570053","0.03120657056570053","","","","","","","","","","","","","","","","","",""
"5561","11151","11151","11151","0.035953227430582047","0.035953227430582047","0.035953227430582047","","","","","","","","","","","","","","","","","","","","","","","",""
"5567","","","","","","","19349","19349","19349","0.031085673719644547","0.031085673719644547","0.031085673719644547","","","","","","","","","","","","","","","","","",""
"5571","11182","11182","11182","0.036114033311605453","0.036114033311605453","0.036114033311605453","","","","","","","","","","","","","","","","","","","","","","","",""
"5575","","","","","","","19380","19380","19380","0.031093891710042953","0.031093891710042953","0.031093891710042953","","","","","","","","","","","","","","","","","",""
"5580","11213","11213","11213","0.03620206564664841","0.03620206564664841","0.03620206564664841","","","","","","","","","","","","","","","","","","","","","","","",""
"5583","","","","","","","19411","19411","19411","0.031030507758259773","0.031030507758259773","0.031030507758259773","","","","","","","","","","","","","","","","","",""
"5589","11234","11234","11234","0.036480244249105453","0.036480244249105453","0.036480244249105453","","","","","","","","","","","","","","","","","","","","","","","",""
"5591","","","","","","","19442","19442","19442","0.03135211765766144","0.03135211765766144","0.03135211765766144","","","","","","","","","","","","","","","","","",""
"5598","11259","11259","11259","0.03674551099538803","0.03674551099538803","0.03674551099538803","","","","","","","","","","","","","","","","","","","","","","","",""
"5599","","","","","","","19458","19458","19458","0.031165489926934242","0.031165489926934242","0.031165489926934242","","","","","","","","","","","","","","","","","",""
"5606","","","","","","","19487","19487","19487","0.031172532588243484","0.031172532588243484","0.031172532588243484","","","","","","","","","","","","","","","","","",""
"5608","11290","11290","11290","0.03641803562641144","0.03641803562641144","0.03641803562641144","","","","","","","","","","","","","","","","","","","","","","","",""
"5614","","","","","","","19518","19518","19518","0.031005859375","0.031005859375","0.031005859375","","","","","","","","","","","","","","","","","",""
"5617","11321","11321","11321","0.03711406886577606","0.03711406886577606","0.03711406886577606","","","","","","","","","","","","","","","","","","","","","","","",""
"5622","","","","","","","19549","19549","19549","0.031073937192559242","0.031073937192559242","0.031073937192559242","","","","","","","","","","","","","","","","","",""
"5626","11352","11352","11352","0.036945048719644547","0.036945048719644547","0.036945048719644547","","","","","","","","","","","","","","","","","","","","","","","",""
"5630","","","","","","","19580","19580","19580","0.031159620732069016","0.031159620732069016","0.031159620732069016","","","","","","","","","","","","","","","","","",""
"5636","11383","11383","11383","0.03649080544710159","0.03649080544710159","0.03649080544710159","","","","","","","","","","","","","","","","","","","","","","","",""
"5638","","","","","","","19594","19594","19594","0.031322773545980453","0.031322773545980453","0.031322773545980453","","","","","","","","","","","","","","","","","",""
"5645","11414","11414","11414","0.03627835959196091","0.03627835959196091","0.03627835959196091","","","","","","","","","","","","","","","","","","","","","","","",""
"5646","","","","","","","19625","19625","19625","0.031103281304240227","0.031103281304240227","0.031103281304240227","","","","","","","","","","","","","","","","","",""
"5654","11445","11445","11445","0.03630300611257553","0.03630300611257553","0.03630300611257553","19656","19656","19656","0.03111032396554947","0.03111032396554947","0.03111032396554947","","","","","","","","","","","","","","","","","",""
"5662","","","","","","","19687","19687","19687","0.03124530427157879","0.03124530427157879","0.03124530427157879","","","","","","","","","","","","","","","","","",""
"5664","11476","11476","11476","0.03661052882671356","0.03661052882671356","0.03661052882671356","","","","","","","","","","","","","","","","","","","","","","","",""
"5669","","","","","","","19718","19718","19718","0.03133451193571091","0.03133451193571091","0.03133451193571091","","","","","","","","","","","","","","","","","",""
"5673","11507","11507","11507","0.03639925271272659","0.03639925271272659","0.03639925271272659","","","","","","","","","","","","","","","","","","","","","","","",""
"5677","","","","","","","19732","19732","19732","0.031111497431993484","0.031111497431993484","0.031111497431993484","","","","","","","","","","","","","","","","","",""
"5682","11539","11539","11539","0.036543626338243484","0.036543626338243484","0.036543626338243484","","","","","","","","","","","","","","","","","","","","","","","",""
"5685","","","","","","","19763","19763","19763","0.031192485243082047","0.031192485243082047","0.031192485243082047","","","","","","","","","","","","","","","","","",""
"5691","11570","11570","11570","0.036533061414957047","0.036533061414957047","0.036533061414957047","","","","","","","","","","","","","","","","","","","","","","","",""
"5693","","","","","","","19794","19794","19794","0.031183095648884773","0.031183095648884773","0.031183095648884773","","","","","","","","","","","","","","","","","",""
"5701","11601","11601","11601","0.036251362413167953","0.036251362413167953","0.036251362413167953","19825","19825","19825","0.03100820630788803","0.03100820630788803","0.03100820630788803","","","","","","","","","","","","","","","","","",""
"5709","","","","","","","19845","19845","19845","0.03109975904226303","0.03109975904226303","0.03109975904226303","","","","","","","","","","","","","","","","","",""
"5710","11632","11632","11632","0.03656592592597008","0.03656592592597008","0.03656592592597008","","","","","","","","","","","","","","","","","","","","","","","",""
"5717","","","","","","","19870","19870","19870","0.03117135912179947","0.03117135912179947","0.03117135912179947","","","","","","","","","","","","","","","","","",""
"5719","11660","11660","11660","0.036421556025743484","0.036421556025743484","0.036421556025743484","","","","","","","","","","","","","","","","","","","","","","","",""
"5725","","","","","","","19901","19901","19901","0.031009379774332047","0.031009379774332047","0.031009379774332047","","","","","","","","","","","","","","","","","",""
"5729","11681","11681","11681","0.036469679325819016","0.036469679325819016","0.036469679325819016","","","","","","","","","","","","","","","","","","","","","","","",""
"5732","","","","","","","19932","19932","19932","0.031009379774332047","0.031009379774332047","0.031009379774332047","","","","","","","","","","","","","","","","","",""
"5738","11708","11708","11708","0.0369873046875","0.0369873046875","0.0369873046875","","","","","","","","","","","","","","","","","","","","","","","",""
"5740","","","","","","","19963","19963","19963","0.031210092827677727","0.031210092827677727","0.031210092827677727","","","","","","","","","","","","","","","","","",""
"5747","11739","11739","11739","0.036685649305582047","0.036685649305582047","0.036685649305582047","","","","","","","","","","","","","","","","","","","","","","","",""
"5748","","","","","","","19977","19977","19977","0.031164316460490227","0.031164316460490227","0.031164316460490227","","","","","","","","","","","","","","","","","",""
"5756","","","","","","","20008","20008","20008","0.03113027662038803","0.03113027662038803","0.03113027662038803","","","","","","","","","","","","","","","","","",""
"5757","11770","11770","11770","0.036571796983480453","0.036571796983480453","0.036571796983480453","","","","","","","","","","","","","","","","","","","","","","","",""
"5764","","","","","","","20039","20039","20039","0.031165489926934242","0.031165489926934242","0.031165489926934242","","","","","","","","","","","","","","","","","",""
"5766","11801","11801","11801","0.03615041822195053","0.03615041822195053","0.03615041822195053","","","","","","","","","","","","","","","","","","","","","","","",""
"5772","","","","","","","20070","20070","20070","0.03115375153720379","0.03115375153720379","0.03115375153720379","","","","","","","","","","","","","","","","","",""
"5775","11833","11833","11833","0.03666217625141144","0.03666217625141144","0.03666217625141144","","","","","","","","","","","","","","","","","","","","","","","",""
"5780","","","","","","","20101","20101","20101","0.031161967664957047","0.031161967664957047","0.031161967664957047","","","","","","","","","","","","","","","","","",""
"5784","11864","11864","11864","0.03696500509977341","0.03696500509977341","0.03696500509977341","","","","","","","","","","","","","","","","","","","","","","","",""
"5788","","","","","","","20115","20115","20115","0.031085673719644547","0.031085673719644547","0.031085673719644547","","","","","","","","","","","","","","","","","",""
"5794","11895","11895","11895","0.03682532534003258","0.03682532534003258","0.03682532534003258","","","","","","","","","","","","","","","","","","","","","","","",""
"5795","","","","","","","20146","20146","20146","0.03107980638742447","0.03107980638742447","0.03107980638742447","","","","","","","","","","","","","","","","","",""
"5803","11926","11926","11926","0.03686992824077606","0.03686992824077606","0.03686992824077606","20177","20177","20177","0.03120187669992447","0.03120187669992447","0.03120187669992447","","","","","","","","","","","","","","","","","",""
"5811","","","","","","","20208","20208","20208","0.03095773607492447","0.03095773607492447","0.03095773607492447","","","","","","","","","","","","","","","","","",""
"5812","11957","11957","11957","0.03678307309746742","0.03678307309746742","0.03678307309746742","","","","","","","","","","","","","","","","","","","","","","","",""
