"trainer/global_step","phase_reshape_10k_resumed - _step","phase_reshape_10k_resumed - _step__MIN","phase_reshape_10k_resumed - _step__MAX","phase_reshape_10k_resumed - val/loss_epoch","phase_reshape_10k_resumed - val/loss_epoch__MIN","phase_reshape_10k_resumed - val/loss_epoch__MAX","phase_reshape_1M - _step","phase_reshape_1M - _step__MIN","phase_reshape_1M - _step__MAX","phase_reshape_1M - val/loss_epoch","phase_reshape_1M - val/loss_epoch__MIN","phase_reshape_1M - val/loss_epoch__MAX","phase_reshape_10k - _step","phase_reshape_10k - _step__MIN","phase_reshape_10k - _step__MAX","phase_reshape_10k - val/loss_epoch","phase_reshape_10k - val/loss_epoch__MIN","phase_reshape_10k - val/loss_epoch__MAX","phase_train500kids - _step","phase_train500kids - _step__MIN","phase_train500kids - _step__MAX","phase_train500kids - val/loss_epoch","phase_train500kids - val/loss_epoch__MIN","phase_train500kids - val/loss_epoch__MAX","phase_train2402 - _step","phase_train2402 - _step__MIN","phase_train2402 - _step__MAX","phase_train2402 - val/loss_epoch","phase_train2402 - val/loss_epoch__MIN","phase_train2402 - val/loss_epoch__MAX"
"3534","4598","4598","4598","0.035203199833631516","0.035203199833631516","0.035203199833631516","","","","","","","","","","","","","","","","","","","","","","","",""
"3535","","","","","","","12286","12286","12286","0.0336761474609375","0.0336761474609375","0.0336761474609375","","","","","","","","","","","","","","","","","",""
"3543","4630","4630","4630","0.03530061990022659","0.03530061990022659","0.03530061990022659","12317","12317","12317","0.03363976255059242","0.03363976255059242","0.03363976255059242","","","","","","","","","","","","","","","","","",""
"3551","","","","","","","12348","12348","12348","0.03369610011577606","0.03369610011577606","0.03369610011577606","","","","","","","","","","","","","","","","","",""
"3552","4661","4661","4661","0.03537456691265106","0.03537456691265106","0.03537456691265106","","","","","","","","","","","","","","","","","","","","","","","",""
"3559","","","","","","","12370","12370","12370","0.03372896462678909","0.03372896462678909","0.03372896462678909","","","","","","","","","","","","","","","","","",""
"3562","4692","4692","4692","0.03542151674628258","0.03542151674628258","0.03542151674628258","","","","","","","","","","","","","","","","","","","","","","","",""
"3567","","","","","","","12393","12393","12393","0.033644456416368484","0.033644456416368484","0.033644456416368484","","","","","","","","","","","","","","","","","",""
"3571","4723","4723","4723","0.035353440791368484","0.035353440791368484","0.035353440791368484","","","","","","","","","","","","","","","","","","","","","","","",""
"3575","","","","","","","12424","12424","12424","0.03348600119352341","0.03348600119352341","0.03348600119352341","","","","","","","","","","","","","","","","","",""
"3580","4754","4754","4754","0.03530414402484894","0.03530414402484894","0.03530414402484894","","","","","","","","","","","","","","","","","","","","","","","",""
"3583","","","","","","","12455","12455","12455","0.03359281271696091","0.03359281271696091","0.03359281271696091","","","","","","","","","","","","","","","","","",""
"3590","4785","4785","4785","0.03544851392507553","0.03544851392507553","0.03544851392507553","12486","12486","12486","0.03369727358222008","0.03369727358222008","0.03369727358222008","","","","","","","","","","","","","","","","","",""
"3598","","","","","","","12500","12500","12500","0.033588115125894547","0.033588115125894547","0.033588115125894547","","","","","","","","","","","","","","","","","",""
"3599","4809","4809","4809","0.03538278490304947","0.03538278490304947","0.03538278490304947","","","","","","","","","","","","","","","","","","","","","","","",""
"3606","","","","","","","12531","12531","12531","0.03350008279085159","0.03350008279085159","0.03350008279085159","","","","","","","","","","","","","","","","","",""
"3608","4830","4830","4830","0.035335835069417953","0.035335835069417953","0.035335835069417953","","","","","","","","","","","","","","","","","","","","","","","",""
"3614","","","","","","","12562","12562","12562","0.033542338758707047","0.033542338758707047","0.033542338758707047","","","","","","","","","","","","","","","","","",""
"3618","4861","4861","4861","0.035340528935194016","0.035340528935194016","0.035340528935194016","","","","","","","","","","","","","","","","","","","","","","","",""
"3622","","","","","","","12593","12593","12593","0.03354468569159508","0.03354468569159508","0.03354468569159508","","","","","","","","","","","","","","","","","",""
"3627","4892","4892","4892","0.03518090024590492","0.03518090024590492","0.03518090024590492","","","","","","","","","","","","","","","","","","","","","","","",""
"3630","","","","","","","12624","12624","12624","0.03340618312358856","0.03340618312358856","0.03340618312358856","","","","","","","","","","","","","","","","","",""
"3636","4924","4924","4924","0.03524545580148697","0.03524545580148697","0.03524545580148697","","","","","","","","","","","","","","","","","","","","","","","",""
"3638","","","","","","","12638","12638","12638","0.033430833369493484","0.033430833369493484","0.033430833369493484","","","","","","","","","","","","","","","","","",""
"3645","4955","4955","4955","0.03522197902202606","0.03522197902202606","0.03522197902202606","","","","","","","","","","","","","","","","","","","","","","","",""
"3646","","","","","","","12669","12669","12669","0.03341088071465492","0.03341088071465492","0.03341088071465492","","","","","","","","","","","","","","","","","",""
"3653","","","","","","","12700","12700","12700","0.03341440111398697","0.03341440111398697","0.03341440111398697","","","","","","","","","","","","","","","","","",""
"3655","4986","4986","4986","0.035373393446207047","0.035373393446207047","0.035373393446207047","","","","","","","","","","","","","","","","","","","","","","","",""
"3661","","","","","","","12731","12731","12731","0.0334014892578125","0.0334014892578125","0.0334014892578125","","","","","","","","","","","","","","","","","",""
"3664","5017","5017","5017","0.035401564091444016","0.035401564091444016","0.035401564091444016","","","","","","","","","","","","","","","","","","","","","","","",""
"3669","","","","","","","12757","12757","12757","0.033507127314805984","0.033507127314805984","0.033507127314805984","","","","","","","","","","","","","","","","","",""
"3673","5048","5048","5048","0.035292405635118484","0.035292405635118484","0.035292405635118484","","","","","","","","","","","","","","","","","","","","","","","",""
"3677","","","","","","","12776","12776","12776","0.03339209780097008","0.03339209780097008","0.03339209780097008","","","","","","","","","","","","","","","","","",""
"3683","5079","5079","5079","0.03542269021272659","0.03542269021272659","0.03542269021272659","","","","","","","","","","","","","","","","","","","","","","","",""
"3685","","","","","","","12807","12807","12807","0.03334632143378258","0.03334632143378258","0.03334632143378258","","","","","","","","","","","","","","","","","",""
"3692","5110","5110","5110","0.03525014966726303","0.03525014966726303","0.03525014966726303","","","","","","","","","","","","","","","","","","","","","","","",""
"3693","","","","","","","12838","12838","12838","0.03327120095491409","0.03327120095491409","0.03327120095491409","","","","","","","","","","","","","","","","","",""
"3701","5141","5141","5141","0.03510108217597008","0.03510108217597008","0.03510108217597008","12869","12869","12869","0.03350360691547394","0.03350360691547394","0.03350360691547394","","","","","","","","","","","","","","","","","",""
"3709","","","","","","","12885","12885","12885","0.033260639756917953","0.033260639756917953","0.033260639756917953","","","","","","","","","","","","","","","","","",""
"3711","5172","5172","5172","0.03533231467008591","0.03533231467008591","0.03533231467008591","","","","","","","","","","","","","","","","","","","","","","","",""
"3716","","","","","","","12914","12914","12914","0.03326650708913803","0.03326650708913803","0.03326650708913803","","","","","","","","","","","","","","","","","",""
"3720","5203","5203","5203","0.03509521484375","0.03509521484375","0.03509521484375","","","","","","","","","","","","","","","","","","","","","","","",""
"3724","","","","","","","12945","12945","12945","0.033298198133707047","0.033298198133707047","0.033298198133707047","","","","","","","","","","","","","","","","","",""
"3729","5224","5224","5224","0.03515625","0.03515625","0.03515625","","","","","","","","","","","","","","","","","","","","","","","",""
"3732","","","","","","","12976","12976","12976","0.03328998386859894","0.03328998386859894","0.03328998386859894","","","","","","","","","","","","","","","","","",""
"3738","5249","5249","5249","0.035322923213243484","0.035322923213243484","0.035322923213243484","","","","","","","","","","","","","","","","","","","","","","","",""
"3740","","","","","","","13007","13007","13007","0.033230122178792953","0.033230122178792953","0.033230122178792953","","","","","","","","","","","","","","","","","",""
"3748","5280","5280","5280","0.035447340458631516","0.035447340458631516","0.035447340458631516","13021","13021","13021","0.033420268446207047","0.033420268446207047","0.033420268446207047","","","","","","","","","","","","","","","","","",""
"3756","","","","","","","13052","13052","13052","0.03326416015625","0.03326416015625","0.03326416015625","","","","","","","","","","","","","","","","","",""
"3757","5311","5311","5311","0.03518911451101303","0.03518911451101303","0.03518911451101303","","","","","","","","","","","","","","","","","","","","","","","",""
"3764","","","","","","","13083","13083","13083","0.033084575086832047","0.033084575086832047","0.033084575086832047","","","","","","","","","","","","","","","","","",""
"3766","5342","5342","5342","0.0352783203125","0.0352783203125","0.0352783203125","","","","","","","","","","","","","","","","","","","","","","","",""
"3772","","","","","","","13114","13114","13114","0.03324420750141144","0.03324420750141144","0.03324420750141144","","","","","","","","","","","","","","","","","",""
"3776","5373","5373","5373","0.035251323133707047","0.035251323133707047","0.035251323133707047","","","","","","","","","","","","","","","","","","","","","","","",""
"3779","","","","","","","13145","13145","13145","0.03339914232492447","0.03339914232492447","0.03339914232492447","","","","","","","","","","","","","","","","","",""
"3785","5404","5404","5404","0.03548959642648697","0.03548959642648697","0.03548959642648697","","","","","","","","","","","","","","","","","","","","","","","",""
"3787","","","","","","","13159","13159","13159","0.033130351454019547","0.033130351454019547","0.033130351454019547","","","","","","","","","","","","","","","","","",""
"3794","5435","5435","5435","0.03526892885565758","0.03526892885565758","0.03526892885565758","","","","","","","","","","","","","","","","","","","","","","","",""
"3795","","","","","","","13190","13190","13190","0.033282939344644547","0.033282939344644547","0.033282939344644547","","","","","","","","","","","","","","","","","",""
"3803","","","","","","","13221","13221","13221","0.03320899233222008","0.03320899233222008","0.03320899233222008","","","","","","","","","","","","","","","","","",""
"3804","5466","5466","5466","0.035157423466444016","0.035157423466444016","0.035157423466444016","","","","","","","","","","","","","","","","","","","","","","","",""
